service_id;service_name;intent
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;até quando posso comprar
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;checar limite do cartão por favor
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consigo consultar meu limite agora
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consulta de limite disponível urgente
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consulta de limite do meu cartão
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar data de vencimento
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite do cartão
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite e compras pendentes
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite e data de vencimento
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite e fatura em aberto
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite e saldo do cartão
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite no internet banking
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite para compra parcelada
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite pelo app
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;consultar limite total e disponível
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;data de vencimento da fatura
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;dia do fechamento da fatura
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;informações sobre limite
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;informações sobre limite para compras
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;informar disponibilidade de limite
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;informar meu limite atual
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;limite de compras disponível
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;limite disponível hoje
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;limite livre para uso
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;limite total do cartão
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;me atualize sobre o meu limite
