service_id;service_name;intent
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto tem disponível para usar
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;quando fecha minha fatura
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando vence meu cartão
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;quando posso comprar
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;vencimento da fatura
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;valor para gastar
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto é o meu limite disponível?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha conta é paga?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando meu cartão vai expirar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando posso fazer compras?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando é a data do meu vencimento?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto posso gastar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura se encerra?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando o meu cartão vai encerrar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura é paga?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando posso comprar com minha cartão?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto tenho para gastar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura é?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto é o limite do meu cartão?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura vai ser paga?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando o meu cartão vai se encerrar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando posso fazer compras com o meu cartão?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura vai se encerrar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto posso gastar no meu cartão?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura vai ser?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando o meu cartão vai expirar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto é o meu limite para compras?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando o meu cartão vai ser pago?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto posso gastar agora?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura vai?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto posso gastar hoje?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando minha fatura é paga?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quando o meu cartão vai se encerrar?
1;Consulta Limite / Vencimento do cartão / Melhor dia de compra;Quanto posso gastar hoje com meu cartão?
